row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
3241,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.452,0.075,0.239,0.051,0.521,0.251,0.149,0.029,0.354,0.592,0.012,0.022,0.13958125623130607,0.33499501495513456,0.3090727816550349,0.2163509471585244,14.0,10.0,0.35,0.226,0.122,0.118,0.139,0.3,13.0,14.05,22.45,2169.0,1629.0,b
3242,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.568,0.023,0.158,0.072,0.5,0.234,0.213,0.012,0.0,0.959,0.0,0.018,0.1092184368737475,0.33266533066132264,0.32064128256513025,0.2374749498997996,11.0,7.0,0.359,0.125,0.09,,0.202,0.29,10.0,,,,,b
3243,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.371,0.07,0.283,0.15,0.5,0.322,0.109,0.048,0.005,0.443,0.487,0.007,0.16470588235294117,0.31470588235294117,0.3264705882352941,0.19411764705882353,16.0,9.0,0.284,0.091,0.086,0.058,0.074,0.301,9.0,,40.49,1170.0,1849.0,b
3244,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.444,0.057,0.201,0.077,0.499,0.226,0.173,0.037,0.088,0.863,0.0,0.001,0.13406156901688182,0.38430983118172785,0.3018867924528301,0.17974180734856005,11.0,11.0,0.361,0.28,0.122,0.09,0.167,0.299,14.0,3.9,11.3,2129.0,2060.0,a
3248,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.423,0.055,0.234,0.051,0.486,0.254,0.139,0.026,0.128,0.783,0.005,0.008,0.16087388282025822,0.4220456802383317,0.2571996027805363,0.1598808341608739,14.0,10.0,0.345,0.259,0.132,0.091,0.101,0.323,10.0,5.0,27.91,5160.0,2010.0,a
3251,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.445,0.058,0.282,0.089,0.51,0.245,0.158,0.024,0.061,0.889,0.004,0.003,0.21285140562248994,0.4056224899598394,0.2520080321285141,0.12951807228915663,13.0,11.0,0.332,0.287,0.115,0.088,0.113,0.344,14.0,,24.53,3359.0,2669.0,b
3253,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.428,0.073,0.206,0.04,0.508,0.185,0.197,0.0,0.006,0.967,0.002,0.008,0.0983284169124877,0.4326450344149459,0.2851524090462143,0.183874139626352,8.0,13.0,0.341,0.263,0.17,0.081,0.142,0.359,14.0,,10.14,4940.0,3969.0,b
3255,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.54,0.051,0.116,0.067,0.494,0.229,0.217,0.027,0.013,0.94,0.013,0.004,0.0841683366733467,0.3096192384769539,0.3667334669338677,0.23947895791583165,12.0,12.0,0.281,0.171,0.088,0.054,0.19,0.241,12.0,,13.9,1820.0,1730.0,b
3256,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.376,0.081,0.258,0.098,0.514,0.249,0.166,0.013,0.341,0.643,0.0,0.008,0.172,0.374,0.271,0.183,9.0,15.0,0.408,0.264,0.137,0.138,0.138,0.377,11.0,,32.38,7979.0,1999.0,b
3257,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.364,0.102,0.253,0.045,0.539,0.276,0.153,0.016,0.628,0.351,0.005,0.0,0.2444444444444444,0.3131313131313131,0.3333333333333333,0.10909090909090907,16.0,13.0,0.381,0.251,0.163,0.14,0.132,0.372,12.0,28.95,33.31,3000.0,3059.0,b
3258,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.429,0.073,0.231,0.07,0.511,0.225,0.163,0.047,0.054,0.887,0.011,0.008,0.23376623376623382,0.31768231768231775,0.3126873126873127,0.1358641358641359,10.0,11.0,0.285,0.226,0.119,0.084,0.1,0.278,13.0,4.91,17.53,3600.0,2279.0,b
3259,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.537,0.046,0.119,0.03,0.48,0.214,0.158,0.029,0.042,0.92,0.0,0.018,0.10050251256281408,0.32763819095477387,0.3658291457286432,0.20603015075376882,12.0,10.0,0.267,0.159,0.081,0.07,0.238,0.293,13.0,,17.12,3439.0,2709.0,a
3262,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.438,0.055,0.271,0.115,0.499,0.266,0.14,0.014,0.005,0.95,0.011,0.01,0.1465603190428714,0.3978065802592224,0.29611166500498504,0.15952143569292127,15.0,8.0,0.321,0.17,0.111,0.072,,0.266,10.0,,18.94,4129.0,3029.0,b
3264,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.468,0.036,0.181,0.056,0.514,0.207,0.18,0.031,0.035,0.914,0.002,0.016,0.125,0.3486328125,0.2978515625,0.228515625,10.0,10.0,0.336,0.204,0.114,0.076,0.073,0.327,13.0,2.8,12.82,1949.0,1590.0,a
3265,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.404,0.058,0.226,0.035,0.478,0.193,0.199,0.011,0.008,0.962,0.004,0.003,0.15345005149330584,0.47579814624098865,0.17816683831101954,0.19258496395468588,11.0,13.0,0.348,0.245,0.124,0.085,0.088,0.285,13.0,,11.68,2669.0,1130.0,a
3267,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Federal/State government-dependent,0.431,0.084,0.213,0.066,0.505,0.23,0.131,0.041,0.376,0.549,0.005,0.021,0.15991902834008098,0.29959514170040485,0.3400809716599191,0.20040485829959515,13.0,10.0,0.325,0.346,0.126,0.099,0.146,0.289,12.0,5.18,12.0,2889.0,1840.0,b
3268,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.463,0.055,0.104,0.042,0.518,0.224,0.176,0.029,0.004,0.932,0.011,0.024,0.07730923694779117,0.3895582329317269,0.3383534136546185,0.19477911646586346,11.0,12.0,0.296,0.179,0.101,0.061,0.23,0.205,12.0,1.2999999999999998,11.3,1229.0,530.0,a
3270,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.535,0.038,0.24,0.075,0.502,0.281,0.11,0.366,0.04,0.516,0.039,0.036,0.26455566905005107,0.34831460674157305,0.2696629213483146,0.11746680286006128,18.0,6.0,0.328,0.205,0.096,0.063,0.185,0.285,11.0,,9.64,4179.0,20909.0,a
3271,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.352,0.078,0.258,0.057,0.505,0.218,0.18,0.021,0.019,0.94,0.0,0.0,0.2928286852589641,0.3615537848605578,0.2390438247011952,0.10657370517928287,11.0,12.0,0.319,0.294,0.12,0.074,,0.364,13.0,,23.08,3440.0,1599.0,a
3272,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.365,0.118,0.233,0.076,0.518,0.199,0.162,0.015,0.606,0.358,0.009,0.004,0.23570712136409225,0.25376128385155466,0.3289869608826479,0.18154463390170508,10.0,10.0,0.424,0.169,0.162,0.131,0.092,0.341,12.0,11.34,38.68,2830.0,2659.0,b
3273,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.547,0.024,0.197,0.083,0.474,0.224,0.172,0.034,0.004,0.933,0.014,0.003,0.12224448897795591,0.3276553106212425,0.37675350701402804,0.17334669338677353,10.0,10.0,0.312,0.207,0.081,0.086,0.167,0.279,11.0,,20.58,3689.0,1770.0,b
3275,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.383,0.11,0.239,0.142,0.501,0.28,0.139,0.107,0.01,0.435,0.444,0.009,0.18272095332671304,0.2969215491559087,0.3714001986097319,0.14895729890764647,14.0,8.0,0.313,0.163,0.116,0.077,0.12,0.255,10.0,11.4,43.33,1670.0,1569.0,b
3276,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.472,0.044,0.259,0.112,0.51,0.244,0.142,0.228,0.07,0.664,0.004,0.006,0.14156626506024095,0.2821285140562249,0.32931726907630526,0.2469879518072289,15.0,9.0,0.28,0.204,0.109,0.096,0.093,0.284,10.0,3.55,16.65,1649.0,1540.0,b
3277,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.41,0.076,0.235,0.077,0.507,0.217,0.179,0.032,0.153,0.801,0.009,0.005,0.2495069033530572,0.36489151873767256,0.28796844181459563,0.09763313609467456,11.0,13.0,0.356,0.262,0.147,0.109,,0.39,13.0,,19.32,6830.0,2769.0,b
3278,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.487,0.061,0.237,0.078,0.522,0.232,0.155,0.062,0.152,0.742,0.002,0.013,0.16451932606541128,0.2973240832507433,0.3389494549058474,0.199207135777998,12.0,11.0,0.313,0.247,0.137,0.107,0.118,0.283,13.0,5.1,12.44,2010.0,1519.0,a
3279,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.381,0.099,0.268,0.079,0.537,0.255,0.146,0.022,0.707,0.269,0.007,0.004,0.22590361445783133,0.3072289156626506,0.2660642570281125,0.20080321285140562,13.0,9.0,0.409,,0.171,0.132,,0.358,12.0,,44.92,,2389.0,a
3280,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.516,0.074,0.246,0.068,0.508,0.213,0.113,0.034,0.485,0.427,0.0,0.03,0.1540020263424519,0.2350557244174266,0.28976697061803447,0.32117527862208717,15.0,9.0,0.324,0.268,0.118,0.115,0.232,0.273,12.0,32.11,13.38,2459.0,1409.0,b
3281,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.449,0.071,0.251,0.11,0.503,0.271,0.147,0.007,0.1,0.868,0.0,0.002,0.12412412412412412,0.3943943943943944,0.3283283283283283,0.15315315315315314,8.0,9.0,0.317,,0.117,0.088,,0.292,13.0,,24.49,6019.0,8869.0,b
3283,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.582,0.026,0.141,0.045,0.509,0.229,0.199,0.047,0.001,0.932,0.0,0.0,0.07692307692307693,0.3856275303643725,0.3582995951417004,0.1791497975708502,12.0,13.0,0.309,,0.102,0.061,0.124,0.283,12.0,,16.79,1609.0,2030.0,b
3286,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.788,0.025,0.191,0.113,0.45,0.251,0.122,0.051,0.006,0.641,0.283,0.006,0.083,0.295,0.405,0.217,15.0,7.0,0.34,0.235,0.102,0.072,0.191,0.316,10.0,,51.92,3120.0,2909.0,a
3288,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.502,0.028,0.369,0.281,0.48,0.292,0.15,0.397,0.001,0.574,0.013,0.007,0.2659362549800797,0.2768924302788845,0.24800796812749004,0.2091633466135458,13.0,14.0,0.302,,0.105,0.074,,0.275,11.0,,,,,b
3290,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.82,0.029,0.241,0.166,0.507,0.192,0.28,0.003,0.004,0.984,0.0,0.002,0.07866273352999018,0.4267453294001967,0.34316617502458213,0.1514257620452311,12.0,5.0,0.267,0.135,0.109,,0.16,0.36,12.0,,,,,a
3291,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.586,0.041,0.125,0.048,0.504,0.224,0.216,0.024,0.007,0.953,0.015,0.009,0.09027081243731194,0.3540621865596791,0.37111334002006025,0.18455366098294887,11.0,14.0,0.299,0.234,0.083,0.073,,0.296,10.0,,15.43,3089.0,1160.0,b
3292,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.46,0.043,0.321,0.149,0.467,0.206,0.217,0.244,0.027,0.711,0.003,0.0,0.28486646884273,0.31849653808110784,0.2512363996043522,0.14540059347181009,8.0,16.0,0.28,,0.114,0.085,,0.283,10.0,,,3219.0,2990.0,b
3293,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.4,0.04,0.361,0.195,0.509,0.223,0.23,0.265,0.003,0.715,0.014,0.0,0.2124248496993988,0.374749498997996,0.251503006012024,0.16132264529058116,12.0,12.0,0.292,0.214,0.107,0.073,,0.291,9.0,,28.91,4540.0,1960.0,a
3294,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.433,0.058,0.17,0.074,0.448,0.179,0.188,0.003,0.034,0.949,0.003,0.008,0.14314314314314314,0.4034034034034034,0.3133133133133133,0.14014014014014015,6.0,11.0,0.287,,0.11,0.103,,0.238,13.0,,35.29,1480.0,,b
3295,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.44,0.103,0.208,0.073,0.448,0.188,0.162,0.023,0.064,0.711,0.158,0.013,0.11089108910891089,0.3801980198019802,0.3178217821782178,0.1910891089108911,9.0,10.0,0.378,0.219,0.113,0.062,0.302,0.245,10.0,,9.25,1750.0,1679.0,b
3298,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.425,0.075,0.216,0.066,0.523,0.212,0.189,0.011,0.317,0.651,0.0,0.008,0.21828908554572274,0.3785644051130777,0.28023598820059,0.12291052114060964,11.0,13.0,0.361,0.252,0.16,0.119,0.105,0.343,13.0,8.5,14.82,7000.0,1660.0,a
3302,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.531,0.056,0.16,0.057,0.495,0.197,0.194,0.01,0.007,0.966,0.008,0.001,0.12224448897795591,0.4258517034068136,0.26452905811623245,0.187374749498998,10.0,10.0,0.312,0.201,0.114,0.075,0.175,0.293,13.0,5.3,20.41,2979.0,2129.0,a
3304,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.486,0.046,0.231,0.129,0.495,0.254,0.123,0.301,0.038,0.579,0.027,0.039,0.1375872382851446,0.2273180458624128,0.3310069790628116,0.30408773678963114,14.0,7.0,0.225,0.156,0.079,0.067,0.159,0.192,10.0,7.0,10.28,1580.0,1430.0,a
3307,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.397,0.104,0.311,0.11,0.518,0.284,0.118,0.546,0.031,0.37,0.053,0.026,0.2865731462925851,0.2545090180360721,0.3276553106212425,0.1312625250501002,15.0,7.0,0.302,0.141,0.096,0.058,0.144,0.184,10.0,6.2,21.84,2570.0,2180.0,b
3309,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.516,0.053,0.226,0.101,0.491,0.255,0.084,0.073,0.052,0.628,0.08,0.084,0.07593688362919132,0.23274161735700197,0.35700197238658776,0.334319526627219,16.0,5.0,0.257,0.163,0.076,0.057,0.182,0.2,,5.29,7.57,1000.0,1039.0,b
3315,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.462,0.05,0.349,0.196,0.514,0.244,0.103,0.296,0.244,0.449,0.017,0.005,0.22740814299900694,0.3147964250248262,0.27904667328699106,0.17874875868917575,13.0,6.0,0.325,,0.106,0.079,,0.284,9.0,7.27,23.74,6890.0,7329.0,b
3316,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.525,0.041,0.305,0.158,0.492,0.187,0.248,0.012,0.011,0.962,0.0,0.002,0.0715005035246727,0.39677744209466265,0.2980866062437059,0.23363544813695872,8.0,11.0,0.245,0.176,0.098,0.148,0.15,0.272,11.0,,,,959.0,a
3317,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.53,0.045,0.142,0.068,0.493,0.217,0.167,0.029,0.051,0.877,0.002,0.002,0.12640163098878693,0.2782874617737003,0.28746177370030573,0.3078491335372069,10.0,10.0,0.3,,0.112,0.086,,0.245,13.0,,18.52,2920.0,2029.0,b
3319,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Mining-dependent,0.476,0.039,0.249,0.146,0.461,0.196,0.193,0.369,0.041,0.569,0.012,0.011,0.19556451612903228,0.3568548387096774,0.31955645161290325,0.1280241935483871,11.0,10.0,0.299,,0.121,0.069,,0.302,8.0,,31.01,5930.0,,a
3322,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.419,0.089,0.22,0.083,0.503,0.196,0.224,0.041,0.004,0.889,0.019,0.009,0.10441767068273092,0.33032128514056225,0.4086345381526104,0.1566265060240964,10.0,13.0,0.322,0.243,0.117,0.064,0.146,0.215,8.0,1.6800000000000002,20.8,1750.0,1599.0,b
3323,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.65,0.042,0.199,0.111,0.483,0.209,0.228,0.023,0.0,0.975,0.0,0.003,0.047331319234642504,0.41289023162134947,0.3504531722054381,0.18932527693857001,7.0,3.0,0.3,,0.109,,,0.281,12.0,,,,,b
3325,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.424,0.065,0.25,0.059,0.491,0.198,0.17,0.001,0.015,0.961,0.0,0.0,0.18254764292878636,0.46238716148445336,0.21263791374122368,0.1424272818455366,10.0,11.0,0.355,0.268,0.115,0.089,0.093,0.343,14.0,3.84,21.87,5170.0,3369.0,b
3327,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.352,0.114,0.284,0.066,0.511,0.233,0.181,0.046,0.534,0.397,0.0,0.002,0.20833333333333331,0.44146825396825395,0.23015873015873017,0.12003968253968253,13.0,14.0,0.36,0.363,0.146,0.129,,0.357,12.0,18.74,32.51,3030.0,1059.0,b
3331,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.445,0.042,0.276,0.128,0.504,0.212,0.231,0.113,0.005,0.867,0.008,0.008,0.11921182266009853,0.2817733990147783,0.3389162561576355,0.26009852216748774,11.0,12.0,0.284,0.228,0.103,0.06,0.19,0.246,10.0,2.93,24.94,2190.0,1980.0,b
